subject_id	object_id
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97	http://purl.obolibrary.org/obo/IAO_0000115
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P90	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym
